target,pc_index_1based_kept,pc_index_1based_full,eigenvalue,evr,coef,intercept,train_rmse,train_r2,test_rmse,test_r2
A_malt_all,13,13,3.6372389055710395,0.015655647979452337,0.09247272253119752,0.0148522456457144,0.6478277205094121,0.06862992738513585,0.7894795332884615,0.04263243592822474
A_malt_all,14,14,3.320519093480101,0.01429240129290136,-0.07546203337460346,0.01485224564571426,0.6571187802843486,0.04172318100766559,1.7063203462515126,-3.472167865191656
A_malt_all,15,15,3.0995750706419116,0.013341399190889116,0.03390047499351753,0.014852245645714312,0.6686284404891775,0.007860101410250175,0.876109740331364,-0.17900046228943856
A_malt_all,16,16,2.9944844126721613,0.012889060922818947,1.7042267849825585e-05,0.014852245645714291,0.6712717764364233,1.9190720124129257e-09,0.8100885436419702,-0.00800326470334256
A_malt_all,17,17,2.835193416915173,0.012203429920673841,0.047823961004660534,0.014852245645714265,0.6664520937817625,0.014308305435244195,1.0766167175877976,-0.7804066033283008
A_malt_all,18,18,2.811988572614195,0.012103550071363508,0.011472189061003583,0.014852245645714296,0.6709976337725041,0.000816621041306087,0.8110612000761396,-0.010425294902962401
A_malt_all,19,19,2.642787236139327,0.011375262315108048,-0.09839316609061649,0.014852245645714203,0.652048011390977,0.05645553079664467,1.5393758226710819,-2.6398734165216156
A_malt_all,20,20,2.5174618342412147,0.01083582830322749,0.051166031883874634,0.014852245645714317,0.6663728970474272,0.014542557606471385,0.8779582450185061,-0.18398085898273897
A_malt_all,21,21,2.355795283146291,0.010139972276251194,0.07550888461445465,0.014852245645714267,0.6612494000148906,0.02963794456970814,1.2700145331464079,-1.4775038578992032
A_malt_all,22,22,2.3276533586627237,0.010018841914837696,-0.010826758311355936,0.014852245645714298,0.6710696784432117,0.0006020459118825094,0.8185354240361923,-0.029133976392325955
A_malt_all,23,23,2.2519267539731596,0.009692894377027327,0.030858611260608456,0.014852245645714296,0.6696817501204699,0.004731746166092621,0.8183545741450755,-0.02867926618366301
A_malt_all,24,24,2.1409276566935853,0.0092151246076607,0.06011432155958251,0.014852245645714277,0.6655172954846016,0.017071524906754565,1.504235051054762,-2.4755886184104345
A_malt_all,25,25,2.0619953390939854,0.008875378825042756,-0.034778905001530365,0.01485224564571432,0.6694220780512895,0.005503435884485874,0.8274574931068269,-0.051691452240296254
A_malt_all,26,26,2.0190904580673434,0.008690704754575576,-0.0178784772065013,0.0148522456457143,0.6707936378904896,0.0014240697131359115,0.8293709302580008,-0.056561000746795376
A_malt_all,27,27,1.938381789063368,0.008343313080940655,0.030176365041001456,0.014852245645714291,0.6699632597465993,0.003894821814569238,0.8368911571342714,-0.07580836271436553
A_malt_all,28,28,1.9355425295858428,0.00833109214960882,-0.019167232350325764,0.014852245645714282,0.6707449418531777,0.0015690470146318969,0.8127109423228187,-0.014539994558749436
A_malt_all,29,29,1.8456280608235607,0.007944076254379703,-0.02713039740811394,0.014852245645714302,0.670264926242644,0.00299758094032887,0.8138712547109842,-0.017438992464519742
A_malt_all,30,30,1.7954555031501611,0.007728120161982139,0.0034599526927172686,0.01485224564571429,0.6712558585515184,4.742740812890833e-05,0.8146727933941941,-0.01944402283055413
A_malt_all,31,31,1.7669514553930887,0.007605431125254109,0.01795123299355798,0.014852245645714298,0.6708499519228852,0.0012563990777444412,0.8061985601639042,0.0016542020660716972
A_malt_all,32,32,1.7130806714526785,0.007373556878979988,-0.05356799120659984,0.014852245645714227,0.6676212644828419,0.010846833150474078,1.0088083419780987,-0.5631990685218502
